,2009 WIC Participants,2011 WIC Participants,2012 WIC Participants,2013 WIC Participants,2014 WIC Participants,2015 WIC Participants,2009 National Lunch School Program Participants,2011 National Lunch School Program Participants,2012 National Lunch School Program Participants,2013 National Lunch School Program Participants,2014 National Lunch School Program Participants,2015 National Lunch School Program Participants,2009 School Breakfast Program Participants,2011 School Breakfast Program Participants,2012 School Breakfast Program Participants,2013 School Breakfast Program Participants,2014 School Breakfast Program Participants,2015 School Breakfast Program Participants,2009 Child and Adult Care Participants,2011 Child and Adult Care Participants,2012 Child and Adult Care Participants,2013 Child and Adult Care Participants,2014 Child and Adult Care Participants,2015 Child and Adult Care Participants,2009 Summer Food Participants,2011 Summer Food Participants,2012 Summer Food Participants,2013 Summer Food Participants,2014 Summer Food Participants,2015 Summer Food Participants,2009 State Population,2010 State Population,2011 State Population,2012 State Population,2013 State Population,2014 State Population,2015 State Population,2016 State Population,%Pop WIC Participants 2009,%Pop WIC Participants 2011,%Pop WIC Participants 2012,%Pop WIC Participants 2013,%Pop WIC Participants 2014,%Pop WIC Participants 2015,%Pop National School Lunch Program Participants 2009,%Pop National School Lunch Program Participants 2011,%Pop National School Lunch Program Participants 2012,%Pop National School Lunch Program Participants 2013,%Pop National School Lunch Program Participants 2014,%Pop National School Lunch Program Participants 2015,%Pop School Breakfast Program Participants 2009,%Pop School Breakfast Program Participants 2011,%Pop School Breakfast Program Participants 2012,%Pop School Breakfast Program Participants 2013,%Pop School Breakfast Program Participants 2014,%Pop School Breakfast Program Participants 2015,%Pop Child and Adult Care Participants 2009,%Pop Child and Adult Care Participants 2011,%Pop Child and Adult Care Participants 2012,%Pop Child and Adult Care Participants 2013,%Pop Child and Adult Care Participants 2014,%Pop Child and Adult Care Participants 2015,%Pop Summer Food Participants 2009,%Pop Summer Food Participants 2011,%Pop Summer Food Participants 2012,%Pop Summer Food Participants 2013,%Pop Summer Food Participants 2014,%Pop Summer Food Participants 2015,Population Low Access to Stores 2010,Population Low Access to Stores 2015,%Chg Population Low Access to Stores 2010 to 2015,%Pop Low Access to Stores 2010,%Pop Low Access to Stores 2015,Low Income & Low Access to Stores 2010,Low Income & Low Access to Stores 2015,%Chg Low Income & Low Access to Stores 2010 to 2015,%Pop Low Income & Low Access to Stores 2010,%Pop Low Income & Low Access to Stores 2015,Households No Car & Low Access to Stores 2010,Households No Car & Low Access to Stores 2015,%Chg Households No Car & Low Access to Stores 2010 to 2015,%Pop Households No Car & Low Access to Stores 2010,%Pop Households No Car & Low Access to Stores 2015,Children Low Access to Stores 2010,Children Low Access to Stores 2015,%Chg Children Low Access to Stores 2010 to 2015,%Pop Children Low Access to Stores 2010,%Pop Children Low Access to Stores 2015,Seniors Low Access to Stores 2010,Seniors Low Access to Stores 2015,%Chg Seniors Low Access to Stores 2010 to 2015,%Pop Seniors Low Access to Stores 2010,%Pop Seniors Low Access to Stores 2015,Grocery Stores 2009,Grocery Stores 2014,%Chg Grocery Stores 2009 to 2014,"Grocery Stores 2009 per 1,000/pop","Grocery Stores 2014 per 1,000/pop",Supercenters & Club Stores 2009,Supercenters & Club Stores 2014,%Chg Supercenters & Club Stores 2009 to 2014,"Supercenters & Club Stores 2009 per 1,000/pop","Supercenters & Club Stores 2014 per 1,000/pop",Convenience Stores 2009,Convenience Stores 2014,%Chg Convenience Stores 2009 to 2014,"Convenience Stores 2009 per 1,000/pop","Convenience Stores 2014 per 1,000/pop",Specialized Food Stores 2009,Specialized Food Stores 2014,%Chg Specialized Food Stores 2009 to 2014,"Specialized Food Stores 2009 per 1,000/pop","Specilaized Food Stores 2014 per 1,000/pop",SNAP Authorized Stores 2012,SNAP Authorized Stores 2016,%Chg SNAP Authorized Stores 2009 to 2014,"SNAP Authorized Stores 2012 per 1,000/pop","SNAP Authorized Stores 2016 per 1,000/pop",WIC Authorized Stores 2008,WIC Authorized Stores 2012,%Chg WIC Authorized Stores 2009 to 2014,"WIC Authorized Stores 2008 per 1,000/pop","WIC Authorized Stores 2012 per 1,000/pop",Fast-food Restaurants 2009,Fast-food Restaurants 2014,%Chg Fast-food Restaurants 2009 to 2014,"Fast-food Restaurants 2009 per 1,000/pop","Fast-food Restaurants 2014 per 1,000/pop",Full-service Restaurants 2009,Full-service Restaurants 2014,%Chg Full-service Restaurants 2009 to 2014,"Full-service Restaurants 2009 per 1,000/pop","Full-service Restaurants 2014 per 1,000/pop",%Chg Household Food Insecurity 2010 to 2012,%Chg Household Food Insecurity 2013 to 2015,%Chg Household Food Insecurity 2010-12 to 2013-15,%Chg Household Very Low Food Insecurity 2010 to 2012,%Chg Household Very Low Food Insecurity 2013 to 2015,%Chg Household Very Low Food Insecurity 2010-12 to 2013-15
NM,70159.0,64304.0,63843.6666,61352.0,58313.4166,55234.000100000005,221822.0,230861.3209,227862.5195,220186.9831,215567.0622,216777.6579,129912.0,138834.5919,150553.5179,148155.2199,149228.6947,149737.2648,40352.0,37587.0,36629.75,36381.5,34555.5,35608.0,43343.0,35014.0,38463.0,22386.0,29302.0,29383.0,2009671.0,2065913.0,2082224.0,2083540.0,2085287.0,2085572.0,2085109.0,2081015.0,0.03491068936159202,0.030882364241311213,0.03064192028950728,0.029421369816241123,0.027960394846114157,0.026489742310833633,0.11037727070749391,0.11087247140557403,0.10936316053447498,0.10559073312210741,0.10336112212860547,0.10396466462904337,0.0646434167582654,0.06667610780588448,0.07225852054676177,0.07104787969233971,0.07155288558726335,0.07181267972082035,0.02007890843824686,0.018051371994559664,0.017580536010827725,0.017446759127160913,0.01656883579181155,0.017077284688714115,0.021567211747594506,0.016815674010096895,0.018460408727454237,0.010735212946707096,0.014049862579666395,0.014091829252091856,665405.4492999826,651576.7646338312,-0.02078234357818893,0.3220878368546897,0.3124905051169177,271207.72802094044,289225.38892433024,0.0664349096350183,0.13127741972722978,0.13870996140937009,16065.780994527553,16738.390616517023,0.0418659772729741,0.007776600948117153,0.008027585424319314,175588.05458868362,172256.5478784169,-0.01897342457646566,0.0849929569099394,0.08261273049918105,87140.1916902062,84476.85910657136,-0.030563767785860556,0.042179990972614136,0.04051436117084112,259.0,249.0,-0.03861003861003861,0.12887681615548016,0.11939170644791931,42.0,45.0,0.07142857142857142,0.020898943160348137,0.021576814418298673,792.0,818.0,0.03282828282828283,0.3940943567379934,0.39221853764818476,134.0,102.0,-0.23880597014925373,0.06667758055920596,0.04890744601481032,1328.1666666666667,1462.3333333333328,0.1010164386999619,0.6374567642889826,0.7027019667485976,275.0,255.0,-0.07272727272727272,0.13683831831180326,0.12238785912437486,1324.0,1449.0,0.09441087613293052,0.6588143034357364,0.6947734242692172,1343.0,1288.0,-0.04095309009679821,0.6682685872463702,0.6175763771281931,12.1,11.1,-1.0,4.6,4.7,0.1
NV,67829.0,75676.0,76108.25,75011.25,74262.0,73143.5834,183808.0,212555.3158,218552.3193,215820.8079,212395.1816,216351.4323,55873.0,63732.4703,87212.6333,92738.4634,90757.5213,93916.5768,10253.0,12302.25,13841.5,14491.75,13544.0,16423.25,5630.0,7094.0,6865.0,9716.0,12322.0,11966.0,2643085.0,2704283.0,2723322.0,2754354.0,2790136.0,2839099.0,2890845.0,2940058.0,0.025662814476265425,0.027788120538078127,0.027631978315060444,0.026884442192065188,0.026156889914722946,0.025301800477023156,0.06954297724061087,0.07805001237459251,0.07934794122324146,0.07735135774743597,0.0748107697547708,0.07484020495737405,0.021139312583590766,0.023402473266106616,0.031663552796771945,0.033237972414247904,0.031967015345361324,0.03248758643234072,0.003879179065372472,0.004517368860531366,0.005025316281059007,0.005193922446791124,0.004770527551170283,0.0056811243771284865,0.002130086622261486,0.0026049068013257338,0.0024924174597745967,0.003482267531045082,0.004340109309326656,0.004139274156864169,366266.8788945834,412581.31226678763,0.12644996323987617,0.13543955233035276,0.14271997020483201,95123.03409031242,144748.96404765925,0.5217025553477469,0.035174955465205535,0.05007150644453758,8119.569916557078,10156.616671155442,0.25088111507538174,0.0030024852859545682,0.003513372965743733,87624.45588925925,98908.17322440831,0.1287736080142917,0.03240210284547115,0.034214277563967735,49507.748124504375,52610.70230040522,0.06267613239239624,0.018307162425125024,0.01819907407709691,391.0,344.0,-0.12020460358056266,0.14793319170590427,0.12116520064992449,42.0,44.0,0.047619047619047616,0.015890521871222453,0.015497874501734529,928.0,998.0,0.07543103448275862,0.3511048642022485,0.3515199716529786,149.0,137.0,-0.08053691275167785,0.05637351806695585,0.04825474560767342,1585.1666666666665,1721.9166666666638,0.0862685311744279,0.5755130483106625,0.5856743869225246,256.0,226.0,-0.1171875,0.09685651426268924,0.0820519076342402,2110.0,2250.0,0.06635071090047394,0.798309551149509,0.7925049461114247,1650.0,1843.0,0.11696969696969697,0.6242705020837392,0.6491496069703804,8.7,8.5,-0.2,3.4,2.9,-0.5
NY,518961.0,512603.0,524148.0833,513298.6667,485824.5,471868.5834,1812488.0,1823475.9679,1796235.0473,1723748.0523,1697756.922,1698510.7276,573011.0,614752.4871,644136.1621,641178.2333,660111.5906,673331.5354,281586.0,294206.75,297400.25,295653.0,311604.0,325426.5,436620.0,378655.0,369027.0,393066.0,460352.0,438929.0,19541453.0,19395206.0,19465197.0,19576125.0,19651127.0,19746227.0,19795791.0,19745289.0,0.02655693002971683,0.026334334042445087,0.026774863937577022,0.026120571441017097,0.02460340904619399,0.023836813765107948,0.09275093310615132,0.09367878310710136,0.09175641488292499,0.08771751626764206,0.08597880101347968,0.08580160942293238,0.02932284513336854,0.031582135392721686,0.03290417087651412,0.03262806419703053,0.03342975802921743,0.034013873726995804,0.01440967567764792,0.01511450153830963,0.015191987689085557,0.015045091306976949,0.015780432383361135,0.016439176388556537,0.0223432720176949,0.01945292410860265,0.018850870639618413,0.020002211577992448,0.023313415773048695,0.022172844722395786,2434772.797825031,2157894.984512937,-0.11371813154780915,0.12553477379023614,0.10900776758619733,481881.2019736036,443538.90585780866,-0.07956794321662547,0.024845376840730828,0.022405717753728994,95180.3054233454,87894.06440151129,-0.07655198194023628,0.0049074139982501555,0.004440038006135309,550630.7510371644,486841.5882906591,-0.11584743973407297,0.028390043964326254,0.02459318691991945,351440.9919113452,311129.29414483986,-0.11470402910959919,0.01811999274002788,0.015716941755186235,8792.0,10323.0,0.17413557779799818,0.4499153670916896,0.5227834157887479,115.0,147.0,0.2782608695652174,0.005884925752450444,0.007444460149273074,5052.0,5801.0,0.14825811559778307,0.25852734696851865,0.2937776416730143,3175.0,3008.0,-0.052598425196850394,0.16247512403504488,0.1523328988368259,17332.499999999996,16633.666666666657,-0.04031924611760217,0.8853897285596611,0.8424119123638381,4853.0,4778.0,-0.015454358128992375,0.24834386675340875,0.2440728182926907,14329.0,16721.0,0.16693418940609953,0.7332617487553253,0.8467946813332998,17752.0,19658.0,0.10736818386660658,0.9084278431086982,0.9955319565606129,15.2,14.4,-0.8,5.9,5.7,-0.2
OH,303679.0,281306.0,275627.3333,263683.4167,250370.0,244200.6667,1120056.0,1133771.7847,1114370.8498,1063938.7511,1051279.1562,1035550.5214,363399.0,396715.2104,418371.3293,422862.1599,428384.0345,441117.224,123817.0,124776.0,124904.75,122550.75,118292.0,115520.0,65014.0,61001.0,64450.0,60307.0,51126.0,50719.0,11542645.0,11537968.0,11544951.0,11553031.0,11570808.0,11594163.0,11613423.0,11614373.0,0.026309307788639432,0.024366149323630737,0.023857577574231386,0.02278867791255373,0.021594486812027743,0.021027449590013212,0.09703633785843713,0.09820498889081469,0.09645701199970813,0.09195025542727872,0.09067313925119046,0.08916841497980398,0.031483165253717846,0.03436265865485267,0.036213122712126365,0.03654560337532176,0.03694825012379074,0.03798339421546946,0.0107269174439654,0.01080784145380955,0.010811426888753263,0.010591373566997223,0.010202720110110579,0.009947110339475278,0.005632504508282113,0.005283781628869624,0.005578622614273259,0.005211995566774593,0.004409632674648441,0.004367273972540223,2598512.3344645454,2636742.0778763834,0.014712165458978195,0.22521403547527133,0.2270426279897308,681167.8550011789,781758.7267355804,0.14767413200117516,0.05903707264582281,0.06731509966833898,97746.67627780054,109577.29982975304,0.12103351236546737,0.008471740975343365,0.00943540072808448,631296.9915164419,643548.4920747667,0.019406873029594745,0.05471474626350514,0.05541419545940647,367063.2205780876,368336.96694906225,0.0034701007880021725,0.03181350655315456,0.03171648591023183,2099.0,2039.0,-0.028585040495474036,0.18184740152711965,0.1758643551932123,209.0,224.0,0.07177033492822966,0.018106768422662223,0.01932006648517879,4638.0,4639.0,0.00021561017680034498,0.40181431552300184,0.4001151268961804,785.0,701.0,-0.1070063694267516,0.06800867565449686,0.06046145806299256,8305.416666666666,9053.666666666668,0.09009180755531052,0.7188950385978075,0.779522636879896,1459.0,1757.0,0.20424948594928033,0.12640083793619225,0.15208130230066896,8638.0,9094.0,0.052789997684649224,0.7483553379662979,0.7843601991795354,7061.0,7420.0,0.05084265684747203,0.6117315398680285,0.6399772023215474,16.1,16.1,0.0,7.1,6.6,-0.5
OK,130064.0,126944.0,123069.8332,118552.3334,114489.8334,112892.1666,437660.0,452425.9859,446144.1927,437992.0892,439385.8324,440455.1121,208249.0,224431.2597,227416.7566,227754.4048,226575.5723,225681.4096,57028.0,56667.25,54327.25,53632.25,52954.0,53308.5,12826.0,10628.0,11390.0,11315.0,16850.0,16793.0,3687050.0,3760184.0,3791508.0,3815780.0,3850568.0,3878051.0,3911338.0,3923561.0,0.03527589807569737,0.033481137320559524,0.03225286394917946,0.030788271600449595,0.02952251876006788,0.02886280004438379,0.11870194328799447,0.1193261324781591,0.11692083733863064,0.11374739757874681,0.11330068439017435,0.1126098312393355,0.056481197705482704,0.059193138904098316,0.05959902211343421,0.059148261970701464,0.05842511413594097,0.05769928592210646,0.015467107850449547,0.01494583421688679,0.01423752155522593,0.01392839965428477,0.013654797216436813,0.013629223554701742,0.0034786618027962735,0.002803106310206915,0.0029849729282086495,0.0029385275107464666,0.004344966066717534,0.00429341570582752,916213.220943663,836908.4931695126,-0.08655706549668617,0.2436618050988098,0.21396987250130584,335906.28719263646,323295.05934799917,-0.03754388746348464,0.08933240692280922,0.08265587360335495,32026.281518146614,31625.933311677534,-0.012500614729257155,0.00851721126363673,0.008085707067933667,229640.105657688,210041.70382215423,-0.08534398544802985,0.061071507579865236,0.053700729474710246,122664.28511080904,114415.53909180549,-0.06724651769300272,0.03262188369260893,0.029252276098819762,620.0,618.0,-0.0032258064516129032,0.16815611396645014,0.1593583993609161,79.0,98.0,0.24050632911392406,0.021426343553789615,0.025270425788624234,1753.0,1822.0,0.039361095265259556,0.475447851263205,0.46982363047829956,151.0,152.0,0.006622516556291391,0.04095415033699028,0.03919494612113147,3159.2500000000005,3331.916666666666,0.05465432196460096,0.8279434348940453,0.8492073059821591,549.0,484.0,-0.11839708561020036,0.14889952672190504,0.12684169422765462,2494.0,2764.0,0.1082598235765838,0.6764215294069784,0.712729151834259,2447.0,2510.0,0.025745811197384554,0.6636742110901669,0.6472323339739472,15.3,15.5,0.2,6.6,6.4,-0.2
OR,113248.0,111534.0,111647.8333,107858.75,103226.75,98303.6667,310817.0,312828.2392,307110.1522,293386.6715,288241.8794,294408.3663,138831.0,139961.8842,142434.7357,139697.2312,139399.976,142013.0648,40901.0,45794.75,46211.25,44569.5,46407.25,48025.5,36567.0,42278.0,40815.0,38653.0,41368.0,39454.0,3825657.0,3838332.0,3871859.0,3899801.0,3930065.0,3970239.0,4028977.0,4093465.0,0.029602235642139377,0.028806317585428603,0.02862911038281184,0.027444520637699376,0.026000135004466986,0.024399163038160802,0.08124539131448533,0.08079535933514108,0.0787502111517998,0.07465186237377754,0.07260063673748607,0.07307273441868742,0.03628945302728394,0.036148497194758385,0.03652359074219428,0.03554578135476131,0.035111230331473745,0.03524792144507154,0.010691235518500482,0.011827587213274038,0.01184964309717342,0.01134065212661877,0.01168877994498568,0.01192002337069683,0.009558358211413098,0.010919302588239912,0.01046591864559243,0.009835206287936714,0.010419523862417351,0.009792560245441957,651644.2099582658,618406.0286447229,-0.051006639521390985,0.16977275805174377,0.15348959019739325,195215.23137112707,206231.52947715402,0.0564315500827068,0.05085939188458087,0.051187070434294865,18488.40595771084,18991.44404207142,0.027208299380227688,0.004816781340882143,0.0047137136901182165,157354.6287850151,149874.95242175253,-0.047533882040938544,0.04099557536581388,0.03719925738512594,94333.9513231058,89410.41523989629,-0.052192620092269486,0.024576808708341485,0.022191840568932582,713.0,773.0,0.08415147265077139,0.18637321641746762,0.194698606305565,137.0,150.0,0.0948905109489051,0.03581084242523572,0.037781100835491264,1381.0,1458.0,0.055756698044895005,0.3609837473667922,0.3672323001209751,360.0,364.0,0.011111111111111112,0.09410148374514495,0.0916821380274588,3074.083333333333,3156.583333333332,0.026837268562443797,0.7882667175410574,0.7711274759484524,620.0,651.0,0.05,0.16206366644997186,0.16693159471470467,2757.0,2767.0,0.003627130939426913,0.7206605296815684,0.6969353734120288,3722.0,4106.0,0.1031703385276733,0.9729047847206375,1.034194666870181,13.6,16.1,2.5,5.8,6.6,0.8
PA,260879.0,257911.0,253010.75,253258.0833,248761.0,245979.4167,1150819.0,1153644.7321,1127529.9053,1066255.184,1040669.7831,1035113.1487,291249.0,329568.98,343326.3814,345081.6253,346562.5075,355213.5922,123430.0,140822.25,163791.25,135341.5,135628.75,145068.75,100190.0,97422.0,103651.0,96893.0,75324.0,78961.0,12604767.0,12717722.0,12742886.0,12764475.0,12773801.0,12787209.0,12802503.0,12784227.0,0.020696852230588633,0.020239606632280943,0.01982147718570486,0.019826368306504853,0.019453893339821067,0.019213384812329277,0.09130029932326397,0.09053245333121554,0.08833343363514755,0.08347203655356772,0.08138365323504136,0.080852404307189,0.02310625813233993,0.02586297797845794,0.026897023293163253,0.027014795776135858,0.027102279121268762,0.027745636318148102,0.009792326982323433,0.011051048404576483,0.012831804676651409,0.010595240993655686,0.010606595231218947,0.011331280297298114,0.007948580088787044,0.00764520690210993,0.008120271299838028,0.0075852911752735145,0.005890573932122326,0.006167622065778856,2647804.384323267,2526791.889471801,-0.045702958862043924,0.2081980078132913,0.19736702186063154,568275.2031696285,581113.2048840236,0.022591169987339777,0.044683725840966526,0.045390593142920856,110767.47280289332,113308.51355641773,0.022940315322044994,0.008709694456514564,0.008850496934577382,602069.2047386519,570378.0330908576,-0.052637091215371024,0.0473409628500019,0.04455207181680469,414581.6377033855,393512.1856107454,-0.050820996823101816,0.03259873408959447,0.03073712895132658,2509.0,2673.0,0.06536468712634516,0.1990516762428056,0.20903701503588468,129.0,155.0,0.20155038759689922,0.010234223290283747,0.012121487965043818,4062.0,4246.0,0.04529788281634663,0.3222590310475394,0.332050567094039,1244.0,1135.0,-0.08762057877813505,0.09869281994661226,0.08876057316338537,9465.333333333341,9685.08333333333,0.023216298070149553,0.7415372221210305,0.7575806760419171,1804.0,2120.0,0.17516629711751663,0.14312045593544093,0.166085953398005,8207.0,8910.0,0.08565858413549408,0.6511028724291373,0.6967900501196156,8904.0,9353.0,0.050426774483378255,0.7063994122223759,0.7314340447551925,12.3,12.4,0.1,4.8,4.8,0.0
RI,25676.0,24501.0,24261.1667,23415.8333,22138.75,20728.0833,79017.0,79005.8732,79746.9735,77352.5111,76867.4338,76254.1052,23418.0,27663.9099,32981.4215,32530.6245,32832.3145,32379.2401,9366.0,9453.0,9371.5,9191.75,9515.25,9892.75,6785.0,6820.0,8221.0,8188.0,9612.0,10705.0,1053209.0,1052528.0,1051302.0,1050304.0,1051511.0,1055173.0,1056298.0,1056426.0,0.024378826994452193,0.023305387034363103,0.023099185283498875,0.02226874783050296,0.02098115664445546,0.019623329117351353,0.07502499503897138,0.07515050213925209,0.07592751574782157,0.07356319724662891,0.07284818110395168,0.07218995510736555,0.022234903043935248,0.026313951557211914,0.03140178605432332,0.0309370272873988,0.03111557488677212,0.03065350885829567,0.008892821842578254,0.008991707425649339,0.008922654774236793,0.00874146823000425,0.009017715578393306,0.009365491556360043,0.006442216122346087,0.006487193974709455,0.007827257632076047,0.007786889533252624,0.009109406703924381,0.010134450694784995,275159.6651633213,234833.29646236048,-0.1465562500849282,0.26142740636194123,0.22231727832710133,60179.09615303534,49660.7336518042,-0.17478432169341596,0.05717576744089976,0.04701394270537689,8390.90010086795,6373.0083306714205,-0.24048573406180818,0.0079721395543567,0.006033343176519714,55383.25405318981,46903.88444125779,-0.15310349232619083,0.052619269086608446,0.0444040265543036,42738.60007359363,36699.348478327214,-0.14130672471412595,0.04060566566741562,0.03474336643478187,196.0,223.0,0.1377551020408163,0.18609791598818468,0.21133975187007248,6.0,8.0,0.3333333333333333,0.005696874979230143,0.007581695134352377,380.0,369.0,-0.02894736842105263,0.36080208201790903,0.34970568807200336,97.0,101.0,0.041237113402061855,0.09209947883088732,0.09571890107119875,922.8333333333334,903.25,-0.021220877731623664,0.8786345032803201,0.855005461811807,196.0,245.0,0.25,0.18609791598818468,0.23326579733105843,794.0,821.0,0.03400503778337532,0.753886455584789,0.7780714631629126,1060.0,1113.0,0.05,1.0064479129973252,1.0548033355667743,15.4,11.8,-3.6,5.5,5.0,-0.5
SC,134753.0,130647.0,130524.9167,124287.1667,113179.4167,114561.5833,500742.0,497669.3036,492877.7418,478053.5778,474023.253,483026.1297,249443.0,261877.0226,272397.9384,273442.8862,270324.9431,266238.4035,33541.0,33507.25,33468.5,35513.5,36368.75,39205.0,55205.0,45229.0,56178.0,56172.0,71257.0,66560.0,4561242.0,4637106.0,4679230.0,4723417.0,4774839.0,4832482.0,4896146.0,4961119.0,0.029543049897374444,0.02792061941815213,0.027633578974712587,0.02602960365784061,0.023420556289707857,0.02339831845292195,0.1097819409713407,0.10635709370986252,0.10434770883028113,0.10011930827405909,0.09809105403806988,0.09865435583416017,0.05468751712801031,0.05596583681503153,0.057669678201183586,0.057267456808491345,0.05593915157883671,0.054377137344352074,0.0073534796005123165,0.007160846976959885,0.0070856543049237445,0.007437632975687766,0.0075258945610144025,0.008007318409214105,0.012103063156920855,0.009665906570098071,0.011893508449497471,0.011764166289167027,0.014745424814826005,0.013594365854286208,1028913.4694107196,1054356.7310265983,0.02472828121343436,0.22188698498820592,0.21534421788619013,360395.698927416,422111.00353655143,0.17124317740974193,0.07771996131367624,0.08621291185690774,61066.92279028848,63961.857792898605,0.047405942044135674,0.013169188452946403,0.013063715377952088,248365.32312320085,254040.12785351623,0.022848619360201116,0.053560415294194454,0.05188573376968665,134490.01741741702,135266.10971709935,0.005770631267550225,0.02900300692229529,0.02762705804056892,862.0,855.0,-0.008120649651972157,0.18898361455059828,0.17692771540587218,78.0,99.0,0.2692307692307692,0.01710060549297757,0.020486367046995725,2624.0,2815.0,0.07278963414634146,0.5752819078663224,0.5825163963362926,251.0,241.0,-0.0398406374501992,0.055028871522273974,0.049870853114403736,4622.833333333333,5004.916666666666,0.08265133215560437,0.9787053172170344,1.0088281830503696,714.0,704.0,-0.014005602240896359,0.15653631182033315,0.14904464289305813,3303.0,3411.0,0.0326975476839237,0.7241448710680117,0.7058484646192164,3511.0,3897.0,0.10994018798063229,0.769746485715952,0.8064179028499227,15.4,13.2,-2.2,5.2,4.6,-0.6
SD,22962.0,22583.0,22153.25,20430.0,19573.1667,19474.000100000005,106266.0,108288.9848,107366.6547,106251.9477,107748.8913,107331.7751,25475.0,27253.1463,27502.6969,28026.1297,28419.6332,28962.3637,13428.0,14807.0,14750.75,14372.25,14106.75,17892.0,4459.0,4550.0,5518.0,6060.0,5891.0,5891.0,812383.0,816598.0,824082.0,834047.0,844877.0,853175.0,858469.0,865454.0,0.028264993235949054,0.027403826318254738,0.026561153028546353,0.024181034635810894,0.02294156146159932,0.02268456997282372,0.13080775939427586,0.13140559410349942,0.12872974148938848,0.12576025587156475,0.12629166501596975,0.12502696672797736,0.031358361757939296,0.03307091563703612,0.03297499649300339,0.03317184596100971,0.033310438303982184,0.033737227203311945,0.016529149428286902,0.01796787212922986,0.01768575392034262,0.017011056047211606,0.016534415565388108,0.02084175433242202,0.005488790385815558,0.005521295210913477,0.006615934114024749,0.007172641698140676,0.00690479678846661,0.006862216340951159,259375.27071858878,247263.93810751263,-0.04669424566776237,0.3176290790800232,0.2880289656440857,86909.83048894814,85872.23846050228,-0.01193871881475825,0.10642914933535,0.10002951587128048,6931.620229611932,6602.8008143672205,-0.04743759818808197,0.00848841195987736,0.007691367788897701,65983.28685076309,64643.37752622202,-0.020306798713613544,0.08080265546910853,0.07530077093782306,40135.06559825946,35459.97078023738,-0.11648404576732087,0.049149110821064296,0.041306058553351815,205.0,190.0,-0.07317073170731707,0.2523440298479904,0.22269757083833916,14.0,16.0,0.14285714285714285,0.01723325081888715,0.01875347964954435,536.0,507.0,-0.054104477611940295,0.6597873170659652,0.5942508863949366,76.0,71.0,-0.06578947368421052,0.09355193301681596,0.08321856594485305,635.1666666666667,666.6666666666663,0.04959328260299062,0.7615478104551263,0.7703086087379183,223.0,215.0,-0.03587443946188341,0.274501066615131,0.25777923786069606,498.0,521.0,0.04618473895582329,0.6130113505575572,0.6106601810882879,692.0,707.0,0.02167630057803468,0.8518149690478506,0.828669382014241,12.9,11.5,-1.4,4.9,4.5,-0.4
TN,174832.0,161578.0,162774.9167,159426.0,153741.8333,150115.75,692008.0,697664.629,687451.9957,656847.1773,649935.1552,676702.8647,280464.0,310062.8071,333402.7328,350108.4742,361069.6392,376865.7557,60067.0,65109.75,68257.5,70148.0,68795.0,73976.5,28843.0,28574.0,32434.0,41923.0,48636.0,47959.0,6296254.0,6357436.0,6403353.0,6454914.0,6495978.0,6549352.0,6600299.0,6651194.0,0.027767621827200745,0.025233342594106558,0.025217209199069113,0.02454226292022541,0.023474357967017193,0.02274378024389501,0.10990789126359896,0.10895301711462728,0.10650056618879818,0.10111597934906799,0.09923655885345604,0.10252609233308976,0.044544581587718665,0.04842194504972629,0.05165099531922501,0.053896191489564774,0.055130589896527166,0.05709828535040609,0.009540117028315566,0.010168071321384281,0.010574501844641152,0.01079868189208769,0.01050409261862853,0.011208052847302826,0.00458097783221579,0.004462349647130183,0.005024699012256399,0.00645368564979746,0.007426078183001922,0.007266185971271907,1461214.1371651173,1492077.637736016,0.021121819031108283,0.22984331059960608,0.22606212805450418,480355.0640438291,536899.6764613695,0.11771420070296394,0.07555798659142288,0.08134475066377592,62566.5246704081,66116.49111646952,0.05673907036969306,0.009841471415584538,0.01001719635981181,357041.5168398785,366262.38046697056,0.02582574628492657,0.056161244382150054,0.055491786124684736,182270.63071311289,191195.65564256752,0.04896578727212664,0.02867046254387978,0.028967726407935084,1161.0,1087.0,-0.06373815676141258,0.18439535634998208,0.16597061816191894,128.0,135.0,0.0546875,0.02032954833143644,0.020612726266659664,3435.0,3487.0,0.015138282387190683,0.5455624884256576,0.5324190851247574,258.0,256.0,-0.007751937984496124,0.04097674585555157,0.0390878364760361,6007.249999999998,6510.000000000001,0.08369054059677937,0.9306475655601296,0.9787716310785703,1017.0,951.0,-0.06489675516224189,0.16152461447711608,0.14732961585545523,4405.0,4645.0,0.05448354143019296,0.6996223468748243,0.709230470434327,4052.0,4328.0,0.06811451135241856,0.6435572643670348,0.6608287354229854,16.2,15.1,-1.1,6.9,6.0,-0.9
